0
1
66
23
144.5814060000 13.5266288279
144.5921780000 13.5168507085
144.5784150000 13.4516981163
144.6081090000 13.3913740461
144.5905300000 13.3551050383
144.6001590000 13.3206541954
144.6331180000 13.3006143189
144.7296450000 13.3108132874
144.7614140000 13.3255537372
144.8116150000 13.3879732497
144.8266600000 13.5037774980
144.9705960000 13.6245856071
145.0047300000 13.7058575920
145.0050050000 13.7426432499
144.9013670000 13.8229099289
144.8452910000 13.8376800237
144.7929990000 13.7895647348
144.7522580000 13.6840614528
144.7324830000 13.6675551643
144.6214290000 13.6417328269
144.5785830000 13.6089707802
144.5635680000 13.5762737647
144.5814060000 13.5266288279
