20
Jefferson County
-103.3275380000 33.3961345270
-102.7989430000 33.3965597817
-102.7990880000 33.9076107417
-103.0643460000 33.9090920084
48
6
-100.7003940000 31.8062831633
-100.1164630000 31.8086225074
-100.1162340000 32.2961536200
-100.9605870000 32.2911604766
-100.9606400000 31.8057041251
-100.7003940000 31.8062831633
48
6
-98.5762560000 34.4155847949
-98.5756150000 34.9376935528
-98.9508740000 34.9407528119
-99.0960160000 34.9408982094
-99.0960460000 34.4151151838
-98.5762560000 34.4155847949
48
6
-98.9508740000 34.9407528119
-98.9539410000 35.4671895394
-99.4724430000 35.4689766560
-99.4712600000 34.9408803327
-99.0960160000 34.9408982094
-98.9508740000 34.9407528119
48
6
-102.3012080000 32.7341641190
-101.7761920000 32.7266584588
-101.7757490000 33.3962191079
-102.2875140000 33.3962954657
-102.3180470000 33.3960241020
-102.3012080000 32.7341641190
48
28
-97.3695370000 31.9584224013
-97.4462810000 32.0069159436
-97.5165630000 32.0308218242
-97.5509640000 32.0248100703
-97.5767060000 32.0537659709
-97.6840360000 32.0245629234
-97.6922840000 32.0070667608
-97.7761840000 31.9712254878
-97.8483730000 32.0202164752
-97.8680110000 32.1058070871
-97.9031140000 32.1342321022
-97.9269940000 32.1302658497
-97.9190520000 32.1403147349
-97.9219210000 32.1752419336
-97.9625930000 32.1971301039
-97.9979860000 32.1829918366
-98.0076220000 32.1971301039
-98.0395890000 32.1894164112
-98.0498890000 32.1959261845
-98.1200100000 32.0390619627
-98.0976560000 32.0488102625
-98.0960080000 32.0156509121
-98.1255570000 31.9661052391
-98.1729740000 31.8851004389
-97.7102130000 31.5012173877
-97.6510930000 31.5532890603
-97.4921570000 31.7163186383
-97.3695370000 31.9584224013
48
7
-99.0960460000 34.4151151838
-99.0960160000 34.9408982094
-99.4712600000 34.9408803327
-99.6120000000 34.9408076339
-99.6120220000 34.4149788073
-99.1142960000 34.4151685486
-99.0960460000 34.4151151838
48
31
-95.5945430000 34.6196512407
-95.5943070000 34.3816298981
-95.4492870000 34.2259979605
-95.4584430000 34.1947576629
-95.4466020000 34.1564908294
-95.4887310000 34.0808870922
-95.4625780000 34.0445717599
-95.4793620000 33.9863372863
-95.4599080000 33.9663612244
-94.9852750000 33.9692309167
-94.9859770000 34.2429748018
-94.9875950000 34.4417854898
-95.0128250000 34.4175937098
-95.0214000000 34.4533335844
-95.0417860000 34.4359674326
-95.0450670000 34.4476869020
-95.0760570000 34.4421211795
-95.0857770000 34.4661690377
-95.1201170000 34.4486821674
-95.1534120000 34.4808025592
-95.1647640000 34.4507818637
-95.1748280000 34.4631187127
-95.1828840000 34.4462479949
-95.2062450000 34.4661322577
-95.2050090000 34.4830607122
-95.2361070000 34.4701698299
-95.3303450000 34.5221973816
-95.3752290000 34.5133445284
-95.4465030000 34.5321954158
-95.4743960000 34.5235423485
-95.5945430000 34.6196512407
48
9
-99.7216950000 33.3084616992
-99.7139740000 33.9032343370
-100.1519090000 33.9038834689
-100.2351380000 33.9035683444
-100.2357640000 33.4449544788
-100.2346120000 33.3139293608
-100.2269590000 33.3138483651
-100.1112370000 33.3125794405
-99.7216950000 33.3084616992
48
27
-96.1755750000 31.0508178780
-96.3059390000 30.9154843820
-96.3483120000 30.7926466024
-96.6403120000 30.6076141794
-96.3091810000 30.2819803332
-95.9640500000 30.4931733455
-95.8740310000 30.5868679404
-95.8475950000 30.6246202833
-95.8788530000 30.6286059621
-95.8939060000 30.6839965175
-95.9501190000 30.7086153105
-95.9369740000 30.7344680979
-95.9678270000 30.7630154847
-95.9706650000 30.7912472879
-95.9918290000 30.8210428808
-96.0357590000 30.8321729763
-96.0294270000 30.8417709965
-96.0595170000 30.8666849820
-96.0598750000 30.8872592322
-96.0225750000 30.8985151503
-96.0537570000 30.9108362118
-96.0562670000 30.9416819332
-96.0416790000 30.9577113793
-96.0595400000 30.9987370660
-96.0888060000 31.0138819015
-96.1094130000 31.0376870613
-96.1755750000 31.0508178780
48
5
-103.0646590000 34.9433533116
-102.5950240000 34.9430350986
-102.5948330000 35.4563572991
-103.0566560000 35.4562974159
-103.0646590000 34.9433533116
48
6
-100.6606290000 34.4276198762
-100.6558690000 34.9485628468
-101.0386580000 34.9566154287
-101.1733780000 34.9487130225
-101.1745610000 34.4304556948
-100.6606290000 34.4276198762
48
16
-94.8197400000 34.9716173294
-94.8087840000 35.4265959988
-94.8119200000 35.4397051072
-94.8344420000 35.4508014822
-94.8569870000 35.4421587580
-94.8761750000 35.4634896349
-94.9819110000 35.4548314858
-95.0577470000 35.4588472731
-95.1254500000 35.4575130516
-95.1261290000 35.0333508736
-95.0988310000 35.0340522606
-95.0589520000 35.0588173232
-95.0306850000 35.0795653460
-94.9412990000 35.0814723461
-94.9180220000 35.0472852566
-94.8197400000 34.9716173294
48
7
-100.1120990000 31.0387246799
-100.1114040000 30.4226764300
-99.4138790000 30.4284187223
-99.4118190000 31.0436161069
-99.6031270000 31.0432318716
-100.0141910000 31.0389927137
-100.1120990000 31.0387246799
48
6
-96.5189670000 34.7703596968
-96.3033830000 34.7707630597
-96.2973250000 34.8035572110
-96.2971570000 34.9705301115
-96.5168690000 34.9710308025
-96.5189670000 34.7703596968
48
21
-99.7576750000 31.5585594696
-99.9678120000 31.5657669542
-99.9730450000 31.5013224914
-99.9896700000 31.5026576640
-99.9903340000 31.4939019414
-100.0086590000 31.3541711541
-100.0343480000 31.2928982239
-100.0127870000 31.2365943562
-100.0361790000 31.2160962461
-100.0260310000 31.1540295726
-100.0624540000 31.1391507825
-100.0174100000 31.0996418156
-100.0300670000 31.0848195048
-100.0078050000 31.0479693285
-100.0141910000 31.0389927137
-99.6031270000 31.0432318716
-99.6028290000 31.3661786293
-99.6913380000 31.3675006933
-99.6911240000 31.3921566296
-99.6937330000 31.5584577800
-99.7576750000 31.5585594696
48
7
-97.3984990000 34.9804168168
-97.5441820000 34.9851703483
-97.5505830000 34.4632990484
-97.0868380000 34.4562258456
-97.0383830000 34.4552886400
-97.0323870000 34.9737774931
-97.3984990000 34.9804168168
48
6
-102.5948330000 35.4563572991
-102.5950240000 34.9430350986
-102.2085190000 34.9431852664
-102.0762180000 34.9440719762
-102.0759280000 35.4576723429
-102.5948330000 35.4563572991
48
6
-100.9605870000 32.2911604766
-100.1162340000 32.2961536200
-100.1152190000 32.7362449629
-100.6887660000 32.7345891592
-100.9621730000 32.7298192280
-100.9605870000 32.2911604766
48
7
-97.8648380000 33.9094342961
-97.6312790000 34.0504276699
-97.6151120000 34.0467131778
-97.6152800000 34.1827641594
-97.7780690000 34.1802946228
-97.9456250000 34.0820456403
-97.8648380000 33.9094342961
48
5
-100.1143340000 29.9223049986
-99.4090190000 29.9136941340
-99.4138790000 30.4284187223
-100.1114040000 30.4226764300
-100.1143340000 29.9223049986
48
39
-96.8291240000 32.7571221204
-96.8101430000 32.7295004614
-96.8207930000 32.7054951833
-96.7931590000 32.7098834848
-96.7679210000 32.6912317742
-96.7790370000 32.6742509118
-96.7710720000 32.6360035791
-96.7468030000 32.6340482754
-96.7723850000 32.5974615006
-96.7575000000 32.5508863390
-96.7317280000 32.5366007697
-96.7280200000 32.5161285604
-96.6849670000 32.5241538248
-96.6966780000 32.5155866486
-96.6834030000 32.4970723271
-96.6956020000 32.4787183527
-96.6399150000 32.4186023285
-96.6492770000 32.3839334041
-96.6268770000 32.3790958131
-96.6125640000 32.3533539392
-96.6328430000 32.3328605703
-96.6214450000 32.3197941058
-96.5994640000 32.3174045886
-96.5674740000 32.2787756951
-96.4576570000 32.3353167377
-96.3490520000 32.5302087012
-96.2410130000 32.6026572891
-96.2353970000 32.6287390293
-96.2607880000 32.6446406927
-96.2414170000 32.7001264915
-96.2775120000 32.7363850885
-96.2974550000 32.8454459668
-96.3312230000 32.9287892886
-96.3143690000 32.9470072329
-96.3280790000 32.9809289542
-96.3171770000 32.9863417149
-96.3191680000 33.0509630999
-96.5968630000 32.8915497101
-96.8291240000 32.7571221204
48
7
-101.4715650000 37.0969637355
-101.6292570000 37.0971913205
-101.9984890000 37.0978509546
-101.9980160000 36.5696357756
-101.5648570000 36.5689747368
-101.4715810000 36.5687301777
-101.4715650000 37.0969637355
48
28
-94.3266140000 32.8960564806
-94.2630920000 32.8450871263
-94.2201840000 32.8361831102
-94.1899950000 32.7908361022
-94.1296310000 32.7494233792
-94.1251910000 32.7504102177
-94.0641330000 32.7645784497
-94.0390320000 32.7902975231
-94.0488360000 32.8090698949
-94.0289990000 32.9263082869
-94.0472640000 32.9823801331
-94.0217440000 33.0625183767
-94.0371250000 33.1200586943
-93.9832310000 33.1799704402
-93.9844590000 33.2998475759
-94.0982060000 33.3607584349
-94.3989330000 33.3986708078
-94.3110960000 33.3232348739
-94.3051300000 33.2978464357
-94.3028560000 33.2257980638
-94.3159100000 33.2136169300
-94.3249510000 33.1484639112
-94.3053740000 33.1268329495
-94.3261030000 33.1019011559
-94.3311080000 33.0579813777
-94.3151170000 32.9939609915
-94.3388440000 32.9417613547
-94.3266140000 32.8960564806
48
5
-101.6234660000 38.7016475228
-101.6239170000 39.2525601568
-102.1624600000 39.2535516259
-102.1630170000 38.7014533238
-101.6234660000 38.7016475228
48
19
-97.1673660000 27.4016424347
-97.2253720000 27.6107404332
-97.8658600000 27.6089174908
-97.9574050000 27.6236493975
-97.9645840000 27.5362479656
-97.9843670000 27.5395754832
-97.9865950000 27.5255227021
-98.0020220000 27.4409423210
-97.8619080000 27.4200010638
-97.8618770000 27.3290174389
-97.5279690000 27.2746084026
-97.5240100000 27.3016823099
-97.5069350000 27.2895809592
-97.5090330000 27.3128765386
-97.4703830000 27.3085451173
-97.4692080000 27.3232392892
-97.4485630000 27.3027466851
-97.3946150000 27.3940478350
-97.1673660000 27.4016424347
48
14
-95.6352310000 34.6591496975
-95.6676180000 34.6508796750
-95.6904530000 34.6782535628
-95.7626720000 34.7011848895
-95.7697600000 34.7212549150
-95.8463900000 34.7177429508
-95.9218290000 34.7721016644
-95.9344330000 34.7981905884
-96.0767970000 34.7997080688
-96.0758970000 34.2287846297
-95.4492870000 34.2259979605
-95.5943070000 34.3816298981
-95.5945430000 34.6196512407
-95.6352310000 34.6591496975
48
9
-97.7284390000 30.5777537281
-97.8581700000 30.7291066306
-97.8403850000 30.7555400264
-98.0682830000 30.7584594607
-98.1124270000 30.7428957248
-98.1333850000 30.8308914627
-98.4073330000 30.4548565594
-98.1909940000 30.1894867913
-97.7284390000 30.5777537281
48
43
-96.0935360000 31.7330408800
-96.0985870000 31.7209913607
-96.1133190000 31.7378068794
-96.1316150000 31.7164817985
-96.1464080000 31.7245440541
-96.1648940000 31.7084525121
-96.1530530000 31.6386323361
-96.1806110000 31.6510883330
-96.1746290000 31.6336299669
-96.1917500000 31.6298812245
-96.1799010000 31.6114861890
-96.1896510000 31.6020782334
-96.1548230000 31.5946846653
-96.1352460000 31.5543093815
-96.1516720000 31.5604442113
-96.1453550000 31.5540563225
-96.0845410000 31.4788544264
-96.1041180000 31.4696998524
-96.0930330000 31.4304871044
-96.1258620000 31.4333462748
-96.1007920000 31.4077282477
-96.1305690000 31.4031640931
-96.1132510000 31.3746523314
-96.1262660000 31.3561840404
-96.0927430000 31.3376322157
-96.1102830000 31.3273125882
-96.1008450000 31.3036632814
-96.1218950000 31.2883974208
-96.0989910000 31.2737756362
-96.1031110000 31.2545594118
-96.0489120000 31.2456808280
-96.0327070000 31.1592080067
-95.9714430000 31.1599415506
-95.9711530000 31.1692857182
-95.8262180000 31.2287103911
-95.9582670000 31.6534927248
-95.9606250000 31.6619368323
-95.9108510000 31.6208428910
-95.8740390000 31.6138793414
-95.8386990000 31.5690859935
-95.8032530000 31.5770569355
-95.8043060000 31.7569631643
-96.0935360000 31.7330408800
48
6
-99.9909820000 35.4670350248
-100.5174480000 35.4675872061
-100.5192110000 34.9479132796
-100.1442260000 34.9444033024
-99.9888310000 34.9445713496
-99.9909820000 35.4670350248
48
6
-100.1465450000 34.4246335122
-100.1519090000 33.9038834689
-99.7139740000 33.9032343370
-99.6314160000 33.9022759895
-99.6295780000 34.4149515320
-100.1465450000 34.4246335122
48
19
-95.6352310000 34.6591496975
-95.5945430000 34.6196512407
-95.4743960000 34.5235423485
-95.4465030000 34.5321954158
-95.3752290000 34.5133445284
-95.3303450000 34.5221973816
-95.2361070000 34.4701698299
-95.2050090000 34.4830607122
-95.2062450000 34.4661322577
-95.1828840000 34.4462479949
-95.1748280000 34.4631187127
-95.1647640000 34.4507818637
-95.1534120000 34.4808025592
-95.1521070000 34.8758695543
-95.1521840000 35.0081958843
-95.1731870000 34.9467905509
-95.3089600000 34.9474901692
-95.6653900000 34.9449443915
-95.6352310000 34.6591496975
48
31
-95.3105770000 36.0463666014
-95.3330310000 36.0542697286
-95.3391190000 36.0332996479
-95.4621430000 36.0373054339
-95.4607010000 36.0572102181
-95.5018690000 36.0403466113
-95.5094760000 36.0629866396
-95.5443500000 36.0468351588
-95.5578460000 36.1048431746
-95.5938870000 36.1200117499
-95.6934510000 36.0543383913
-95.7563710000 36.0619072253
-95.7571410000 36.0116029475
-95.8191680000 36.0213133319
-95.8207860000 35.9992110155
-95.8437730000 35.9972630220
-95.8549580000 35.9818657806
-95.8577420000 35.5439805797
-95.8257140000 35.5413926753
-95.7610700000 35.5845108503
-95.7042390000 35.5735836480
-95.6815950000 35.5544023720
-95.6435090000 35.5741327985
-95.6008220000 35.5704554640
-95.5907290000 35.5528475478
-95.5644450000 35.5619250767
-95.5265500000 35.5249557726
-95.4813460000 35.5327975553
-95.3724140000 35.4591299291
-95.3086400000 35.4469824042
-95.3105770000 36.0463666014
48
30
-94.4422380000 31.3454440560
-94.3579790000 31.3430507369
-94.3578570000 31.3324007823
-94.3548810000 30.9042877206
-94.0107960000 31.0465082660
-93.8666460000 31.0256930023
-93.8143540000 31.0080314296
-93.8207930000 31.0409805546
-93.8377000000 31.1157955661
-93.9292070000 31.2456174449
-93.8544080000 31.3172060631
-93.8391110000 31.4034295130
-93.8601680000 31.4468281603
-93.9557720000 31.4795207250
-94.0007780000 31.4940705587
-94.0010380000 31.5086834592
-94.0310440000 31.5037156492
-94.0280760000 31.5495186884
-94.0940780000 31.5711292384
-94.0742800000 31.6075370191
-94.1083760000 31.6322805442
-94.1155780000 31.6587619781
-94.2030790000 31.6908048824
-94.2370830000 31.6634173046
-94.2748870000 31.6701178385
-94.2794800000 31.6260435742
-94.3000870000 31.6051960212
-94.3992920000 31.5856837922
-94.4451140000 31.6034885681
-94.4422380000 31.3454440560
48
36
-104.9182740000 33.8069794266
-105.9980010000 33.8091385355
-105.9926990000 33.2185380108
-105.9932560000 33.1930600835
-105.9603270000 33.1930882249
-105.9585490000 33.1286704255
-105.9972380000 33.0861280784
-105.9464110000 33.0473832830
-105.9325560000 32.9994422806
-105.9078900000 32.9982565761
-105.8585430000 32.9559857038
-105.7821200000 32.8626564845
-105.7716830000 32.8271325578
-105.7417220000 32.8254660465
-105.6033330000 32.7299745249
-105.5619510000 32.6284473839
-105.5150910000 32.5926986160
-105.3996120000 32.5040509614
-105.3952710000 32.4573796641
-105.3388210000 32.4464672653
-105.3158720000 32.4130285443
-105.2917330000 32.4308535209
-105.2566680000 32.3939596162
-105.2147670000 32.4069392666
-105.2187420000 32.3831919215
-105.1943210000 32.3901052445
-105.1747060000 32.3625476177
-105.1652530000 32.3760450722
-105.1610640000 32.3445694443
-105.1179580000 32.3413683775
-105.0616680000 32.2677969596
-105.0065080000 32.2676213737
-104.9800110000 32.2016693212
-104.9171600000 32.2418039288
-104.9075090000 32.5173021290
-104.9182740000 33.8069794266
48
21
-103.3265000000 33.8068308494
-103.9801790000 33.8065431291
-103.9744570000 33.7818774962
-103.9492420000 33.7889971747
-103.9465180000 33.7497545785
-103.9206160000 33.7352651372
-103.9109270000 33.6899897277
-103.8807980000 33.6763197506
-103.8812710000 33.6471422449
-103.8296740000 33.6741491554
-103.7967450000 33.5356846978
-103.7830660000 33.5406132516
-103.7454150000 33.4989357797
-103.7001040000 33.5099116439
-103.6683960000 33.4710095793
-103.6251370000 33.4583920539
-103.6214520000 33.4394355977
-103.6351470000 33.4336737418
-103.6107250000 33.3965797522
-103.3275380000 33.3961345270
-103.3265000000 33.8068308494
48
30
-96.3794560000 35.8610887413
-96.3845370000 35.4675368988
-96.3848500000 35.4010626393
-96.2954330000 35.4125846792
-95.8587270000 35.4818586976
-95.8577420000 35.5439805797
-95.8549580000 35.9818657806
-95.8437730000 35.9972630220
-95.9348140000 36.0551743930
-95.9499360000 36.0195443456
-95.9831540000 36.0137980596
-96.0018690000 36.0391662624
-95.9977110000 36.0131959946
-96.0219040000 35.9995457177
-96.0252300000 36.0195864926
-96.0353010000 36.0017092687
-96.0991130000 36.0076667941
-96.0974500000 35.9897735834
-96.1480710000 35.9958809081
-96.1495440000 35.9724708630
-96.1789630000 35.9630864311
-96.1728590000 35.9517099924
-96.1569370000 35.9664419563
-96.1774750000 35.9036065884
-96.2205200000 35.8870940409
-96.2915500000 35.9101177982
-96.3161320000 35.8303684598
-96.3426670000 35.8144589131
-96.3599550000 35.8181304992
-96.3794560000 35.8610887413
48
22
-96.8341520000 35.4765111511
-96.3845370000 35.4675368988
-96.3794560000 35.8610887413
-96.4220580000 35.9209518809
-96.5006710000 35.9174594911
-96.5257110000 35.9747385648
-96.5717770000 35.9732050922
-96.6289670000 36.0048649804
-96.5871810000 36.0635709256
-96.6271130000 36.0639660735
-96.6656420000 36.0915072865
-96.6982570000 35.9991785085
-96.7601850000 35.9798170016
-96.7868420000 36.0289254983
-96.8311920000 36.0405031892
-96.8437120000 36.0112621855
-96.8639600000 36.0128708809
-96.8891140000 36.0476253273
-96.9073870000 36.1310801380
-96.9446110000 36.1301097077
-96.9438630000 35.4898014614
-96.8341520000 35.4765111511
48
25
-105.9972380000 33.0861280784
-105.9585490000 33.1286704255
-105.9603270000 33.1930882249
-105.9932560000 33.1930600835
-105.9926990000 33.2185380108
-105.9980010000 33.8091385355
-106.6097950000 33.8071103162
-106.6388170000 33.7845583733
-106.6195680000 33.7728863146
-106.6255340000 33.7562627894
-106.6143340000 33.7511417539
-106.6283570000 33.7213066679
-106.6138000000 33.7129402254
-106.6454770000 33.6869743167
-106.6292570000 33.6695101396
-106.6358870000 33.6540670266
-106.6039890000 33.6241456254
-106.6051860000 33.6040633284
-106.5478290000 33.5795966871
-106.4933400000 33.5140075922
-106.4540410000 33.5292979064
-106.3857420000 33.4941384491
-106.2064360000 33.1790665104
-106.0830080000 33.1012146098
-105.9972380000 33.0861280784
48
31
-95.0182040000 30.9597633540
-95.0184630000 30.9522511188
-95.0691990000 30.9622912988
-95.1045230000 30.9090436420
-95.1626660000 30.8939745081
-95.1995090000 30.9484038010
-95.1939700000 30.9660907918
-95.2165370000 30.9614555420
-95.2329100000 30.8586538548
-95.0565640000 30.5529126705
-95.1251680000 30.4303904826
-95.1299360000 30.4218754151
-95.0916210000 30.3956978093
-94.7411650000 30.6211138691
-94.7133100000 30.6474082271
-94.6596450000 30.6504178327
-94.6251910000 30.7050616444
-94.6469800000 30.7603793957
-94.3756330000 30.8968617937
-94.3693620000 30.8977281083
-94.3715740000 31.0063247621
-94.4173430000 31.0033853047
-94.4127430000 30.9821914450
-94.5197910000 30.9433807543
-94.5600970000 30.9818557045
-94.7595600000 30.9252317788
-94.7926480000 30.9556042631
-94.8229370000 30.9204556591
-94.9107130000 30.8930277973
-94.9915700000 30.9176631680
-95.0182040000 30.9597633540
48
5
-102.1630170000 38.7014533238
-103.0408250000 38.7014298221
-103.0415570000 38.1676161294
-102.1628110000 38.1738017977
-102.1630170000 38.7014533238
48
18
-97.2253720000 27.6107404332
-97.2876050000 27.8158085497
-97.3171390000 27.9958365969
-97.3182530000 28.1993593277
-97.2883380000 28.3705503022
-97.5078960000 28.3581262546
-97.6252670000 28.3735037687
-97.6589580000 28.3750272222
-97.7304230000 28.3575570033
-97.7873380000 28.3763447881
-97.8414990000 28.3329601737
-97.9198680000 28.3312617693
-97.9858860000 28.2934967821
-97.9854970000 27.8129790141
-97.9841230000 27.6279780285
-97.9574050000 27.6236493975
-97.8658600000 27.6089174908
-97.2253720000 27.6107404332
48
10
-98.5878980000 31.6334865827
-98.9201580000 31.6327037547
-98.9176410000 31.2209594647
-98.7789610000 31.1500339192
-98.7369840000 31.1468478589
-98.7337650000 31.1610758466
-98.6596370000 31.1761290673
-98.6461260000 31.1791950008
-98.4140170000 31.4008434257
-98.5878980000 31.6334865827
48
6
-103.0423740000 37.6286129018
-102.1674730000 37.6287156774
-102.1627500000 38.1645984813
-102.1628110000 38.1738017977
-103.0415570000 38.1676161294
-103.0423740000 37.6286129018
48
5
-102.1674730000 37.6287156774
-101.6229400000 37.6285761962
-101.6228030000 38.1648002290
-102.1627500000 38.1645984813
-102.1674730000 37.6287156774
48
19
-98.4396900000 32.6680049789
-97.9116820000 32.6742870907
-97.9070970000 32.7145042889
-98.1800080000 33.1758541615
-98.2710720000 33.1203914796
-98.2745670000 33.1079103751
-98.5627370000 32.9028707766
-98.5691530000 32.8660081886
-98.5360950000 32.8530216313
-98.5436940000 32.8384411888
-98.5046160000 32.8282182578
-98.5477140000 32.7830123580
-98.5278780000 32.7404943494
-98.4999470000 32.7714045140
-98.4571460000 32.7641579666
-98.4704590000 32.7446598170
-98.4560320000 32.7264541269
-98.4841840000 32.7089437036
-98.4396900000 32.6680049789
48
6
-100.5402220000 38.7029920833
-100.0003970000 38.7019827335
-100.0004040000 39.2527169003
-100.5461430000 39.2523325060
-100.5467220000 38.7030489832
-100.5402220000 38.7029920833
48
44
-93.7076260000 31.7556296436
-93.7046970000 31.8081777967
-93.7421340000 31.8209882473
-93.7657170000 31.8575269921
-93.7511670000 31.8889132308
-93.7585530000 31.9217676593
-93.7254940000 31.9722437665
-93.7188190000 31.9620370390
-93.6980670000 31.9813657720
-93.6992030000 32.0037789912
-93.7171780000 32.0315389396
-93.7079700000 32.0757884284
-93.7400440000 32.0967400433
-93.7133030000 32.1535287808
-93.6789470000 32.1604674727
-93.6828690000 32.2135795366
-93.6334690000 32.2575239009
-93.6170960000 32.3043934323
-93.6050870000 32.3044585715
-93.6148760000 32.3503690654
-93.5951230000 32.3574339774
-93.5836260000 32.4015698000
-93.5547640000 32.4279178168
-93.5736390000 32.4990194026
-93.5499800000 32.5142546057
-93.5493240000 32.5447988656
-93.5263210000 32.5515356735
-93.5316240000 32.5833810248
-93.5720210000 32.5997427193
-93.5645830000 32.6209115324
-93.5776210000 32.6322726655
-93.5083010000 32.6689350779
-93.5316540000 32.6961342862
-93.5195240000 32.7084300377
-93.5632100000 32.7426150165
-93.5407410000 32.7661295787
-93.5485150000 32.8066161148
-93.5325470000 32.8476060479
-93.5875850000 32.8268789566
-93.6003110000 32.8392441502
-93.9111250000 32.8181061167
-93.8685910000 32.5874426524
-93.9014510000 31.7534812263
-93.7076260000 31.7556296436
48
14
-95.9344330000 34.7981905884
-95.9218290000 34.7721016644
-95.8463900000 34.7177429508
-95.7697600000 34.7212549150
-95.7626720000 34.7011848895
-95.6904530000 34.6782535628
-95.6676180000 34.6508796750
-95.6352310000 34.6591496975
-95.6653900000 34.9449443915
-95.6695100000 34.9677429747
-95.8625180000 34.9677560876
-95.9405290000 34.9682746469
-95.9865110000 34.8492529842
-95.9344330000 34.7981905884
48
15
-95.8617780000 35.2539354404
-95.8625180000 34.9677560876
-95.6695100000 34.9677429747
-95.6653900000 34.9449443915
-95.3089600000 34.9474901692
-95.3085480000 35.4423323958
-95.3441090000 35.4233620818
-95.4555740000 35.4319445745
-95.5137180000 35.4061680925
-95.5397110000 35.4227047743
-95.5885160000 35.4198780405
-95.6826630000 35.3503341225
-95.7579190000 35.3467879143
-95.7792510000 35.3026319192
-95.8617780000 35.2539354404
48
21
-96.3235550000 29.9536144870
-96.3951950000 29.5032619498
-96.3214260000 29.5953386559
-96.1993710000 29.6879747311
-95.8198620000 29.8753851840
-95.4965970000 30.0602945732
-95.5039750000 30.1383211330
-95.5731430000 30.1329627512
-95.5792770000 30.1635192705
-95.6421430000 30.2145153142
-95.6550670000 30.2683583154
-95.6985400000 30.2885444680
-95.7699660000 30.2917346569
-95.7847370000 30.3678206254
-95.7652820000 30.3927347592
-95.8418120000 30.4370040741
-95.8487470000 30.5541533384
-95.8740310000 30.5868679404
-95.9640500000 30.4931733455
-96.3091810000 30.2819803332
-96.3235550000 29.9536144870
48
31
-99.9964370000 35.9936765471
-99.8403240000 35.9934417872
-99.8327940000 35.9716114605
-99.7574010000 35.9789635563
-99.7588960000 35.9553636021
-99.7412410000 35.9644079269
-99.7256770000 35.9474307645
-99.7230220000 35.9671725317
-99.7001880000 35.9504704902
-99.6948700000 35.9829491703
-99.6644290000 35.9603676693
-99.6390460000 35.9722963339
-99.6348500000 35.9540686980
-99.5842360000 35.9316968645
-99.5788880000 35.9531191921
-99.5448910000 35.9451227508
-99.5462650000 35.9278684371
-99.4940870000 35.9120629410
-99.4744950000 35.8703953505
-99.4756470000 35.9913109145
-99.4752960000 36.2946692485
-99.4910960000 36.2702698723
-99.5339890000 36.2810913215
-99.5494380000 36.2586432812
-99.6249540000 36.3079857232
-99.7706380000 36.3034585550
-99.9976200000 36.4623228920
-100.0089950000 36.4831137602
-100.0465010000 36.4686060306
-100.0484770000 35.9936861782
-99.9964370000 35.9936765471
48
6
-99.9909820000 35.4670350248
-99.9964370000 35.9936765471
-100.0484770000 35.9936861782
-100.5186920000 35.9932949121
-100.5174480000 35.4675872061
-99.9909820000 35.4670350248
48
44
-104.9800110000 32.2016693212
-104.9696040000 32.1785835055
-104.9239200000 32.1725952374
-104.8990020000 32.1326502302
-104.8666080000 32.0437294365
-104.8680110000 31.9834407976
-104.8480070000 31.9584629885
-104.8594130000 31.9243876146
-104.8162920000 31.9063888159
-104.8112410000 31.8576057771
-104.7651210000 31.8274038601
-104.7627560000 31.7900272097
-104.7334520000 31.7743455099
-104.7062760000 31.7426656728
-104.6872410000 31.6797569808
-104.6945500000 31.6081543569
-104.6850280000 31.5708518727
-104.7066650000 31.5308812656
-104.6901930000 31.4842865476
-104.6933290000 31.4442434034
-104.6800840000 31.4460685428
-104.6843190000 31.4222262682
-104.6734540000 31.4212729112
-104.6829300000 31.3907742803
-104.5656890000 31.2067552015
-104.5455470000 31.1254769265
-104.5305020000 31.1157886593
-104.5442120000 31.1049743528
-104.5154880000 31.0582743686
-104.4566570000 31.0220284304
-104.3370130000 30.9195374623
-104.3143390000 30.9335548315
-104.2360000000 30.8934322165
-104.2301560000 30.8728155215
-104.2129970000 30.8799825854
-104.2175220000 30.8464129644
-104.1655430000 30.7749078891
-104.1040040000 30.7491012333
-104.0380100000 30.6904191098
-103.9734800000 30.6627253444
-103.7927020000 30.6242660837
-103.8006820000 31.9502658279
-103.8901140000 31.9500559494
-104.9800110000 32.2016693212
48
29
-93.8544080000 31.3172060631
-93.7896420000 31.4583800458
-93.7420730000 31.4969105267
-93.7168350000 31.5489582852
-93.7008210000 31.5379217899
-93.7340850000 31.5724213092
-93.7248080000 31.5677616021
-93.6884230000 31.6352881482
-93.7092510000 31.6421905580
-93.7000350000 31.6753681955
-93.7207720000 31.7146627493
-93.7076260000 31.7556296436
-93.9014510000 31.7534812263
-94.1176070000 31.7523155880
-94.1179580000 31.7228741587
-94.0911710000 31.7027852574
-94.1091230000 31.6910848536
-94.1155780000 31.6587619781
-94.1083760000 31.6322805442
-94.0742800000 31.6075370191
-94.0940780000 31.5711292384
-94.0280760000 31.5495186884
-94.0310440000 31.5037156492
-94.0010380000 31.5086834592
-94.0007780000 31.4940705587
-93.9557720000 31.4795207250
-93.8601680000 31.4468281603
-93.8391110000 31.4034295130
-93.8544080000 31.3172060631
48
18
-99.9977190000 36.5681720526
-99.9976200000 36.4623228920
