20
Wagoner County
-99.3810200000 38.6491153490
-99.3760300000 38.4012564183
-98.6321030000 38.4014857822
40
24
-95.9837110000 37.5899706563
-95.9087750000 37.5799862247
-95.8698730000 37.6328329095
-95.7932740000 37.6459259843
-95.7585680000 37.6207215151
-95.6798250000 37.6535256532
-95.6809690000 37.6749338995
-95.6108630000 37.7101951652
-95.6033630000 37.6986853031
-95.6194610000 37.6764040421
-95.5159610000 37.7259891128
-95.5045550000 37.7709489445
-95.4512480000 37.7668125042
-95.3875500000 37.8047710636
-95.3446500000 37.7632312410
-95.3450320000 38.0806396654
-95.7129590000 38.0807011213
-95.8198550000 38.0806912884
-95.8233410000 37.9747218997
-95.8752750000 37.9723191237
-95.8756330000 37.8680296462
-95.9813080000 37.8658673928
-95.9813770000 37.7593107454
-95.9837110000 37.5899706563
40
6
-97.1418230000 37.8658588076
-97.1412350000 37.9729195053
-97.1409990000 38.2931230695
-97.6739200000 38.2950249533
-97.6712190000 37.8663959938
-97.1418230000 37.8658588076
40
23
-97.6715470000 37.8170410066
-97.6715930000 37.8157269100
-97.6679990000 37.2280918277
-96.9326320000 37.2272826665
-96.9305880000 37.3612854537
-97.0171510000 37.2921983928
-97.0876080000 37.3212389835
-97.1422650000 37.3214939126
-97.1980510000 37.3184043132
-97.2165370000 37.3386232211
-97.2640300000 37.3403592491
-97.2743990000 37.3594843906
-97.3372270000 37.3579249598
-97.3577420000 37.4482021335
-97.3531110000 37.4960044922
-97.4027250000 37.5113782879
-97.4093320000 37.5772909422
-97.5617140000 37.6899521671
-97.5628280000 37.7061359498
-97.5600590000 37.7421787725
-97.5826190000 37.7753183695
-97.6414870000 37.7892121172
-97.6715470000 37.8170410066
40
19
-97.3521120000 36.8044775702
-97.1443100000 36.8041632728
-97.1437150000 36.8212787317
-97.1648640000 36.8334286673
-97.1571660000 36.8733553146
-97.1754760000 36.8810921233
-97.1667790000 36.9020479961
-97.1904530000 36.9133912933
-97.1980970000 36.9441064708
-97.1477660000 36.9451175091
-97.1426620000 36.9613198079
-96.9324490000 36.9622836180
-96.9326320000 37.2272826665
-97.6679990000 37.2280918277
-97.6684340000 37.0165209954
-97.5763630000 37.0163264263
-97.5627590000 37.0162899447
-97.5623630000 36.8046450340
-97.3521120000 36.8044775702
40
39
-98.8262020000 36.9106385619
-98.8262940000 37.2284269490
-98.7976230000 37.2284817872
-98.6198200000 37.2278688203
-98.6210560000 37.5236951654
-98.6395570000 37.5552557098
-98.6456450000 37.5411208065
-98.6519090000 37.5564685540
-98.7126460000 37.5329735488
-98.7320180000 37.5438065528
-98.7368090000 37.5284888685
-98.7503430000 37.5469116933
-99.3600850000 37.5473273493
-99.4092940000 37.5446696254
-99.3976820000 37.5194761151
-99.3681410000 37.5106780389
-99.3699260000 37.4690800939
-99.3232960000 37.4501440283
-99.3477860000 37.3831192123
-99.2895200000 37.2856492038
-99.3160550000 37.2472650081
-99.2464600000 37.1878561577
-99.2123570000 37.1932331378
-99.1906660000 37.2318013789
-99.1445160000 37.2210764715
-99.1536940000 37.1936789991
-99.1495670000 37.1543959871
-99.1655120000 37.1456445696
-99.1509170000 37.1137394651
-99.1729580000 37.1049307321
-99.1584010000 37.0511663595
-99.1019060000 37.0336360298
-99.0525130000 37.0411102523
-99.0370940000 37.0236655877
-99.0946810000 37.0031391697
-99.1031490000 36.9638186840
-99.0010680000 36.9602855150
-99.0003510000 36.9107867653
-98.8262020000 36.9106385619
40
9
-96.0008090000 39.8757460722
-96.0011750000 39.1582753935
-95.8122250000 39.1579348727
-95.8096160000 39.3744866570
-95.8076020000 39.8044609419
-95.7868190000 39.8044747049
-95.7867280000 39.8226848742
-95.7867580000 39.8763107786
-96.0008090000 39.8757460722
40
19
-97.6712190000 37.8663959938
-97.6715470000 37.8170410066
-97.6414870000 37.7892121172
-97.5826190000 37.7753183695
-97.5600590000 37.7421787725
-97.5628280000 37.7061359498
-97.5617140000 37.6899521671
-97.4093320000 37.5772909422
-97.4027250000 37.5113782879
-97.3531110000 37.4960044922
-97.3577420000 37.4482021335
-97.3372270000 37.3579249598
-97.2743990000 37.3594843906
-97.2640300000 37.3403592491
-97.2165370000 37.3386232211
-97.1980510000 37.3184043132
-97.1422650000 37.3214939126
-97.1418230000 37.8658588076
-97.6712190000 37.8663959938
40
13
-97.4607390000 38.8366390963
-97.6757130000 38.8368843505
-97.6739200000 38.2950249533
-97.1409990000 38.2931230695
-97.1405180000 38.5612486942
-97.1407780000 38.5820299583
-97.1967700000 38.5624925055
-97.2220230000 38.5897219888
-97.2811970000 38.6045172006
-97.3100360000 38.6468431101
-97.3538670000 38.6150249679
-97.3540120000 38.8300484299
-97.4607390000 38.8366390963
40
11
-97.5625760000 36.5405940764
-97.5623630000 36.8046450340
-97.5627590000 37.0162899447
-97.5763630000 37.0163264263
-97.6684340000 37.0165209954
-98.0890730000 37.0162388704
-98.1415790000 37.0162291419
-98.1417390000 36.9997201278
-98.1421430000 36.8047882280
-98.1389470000 36.5414812682
-97.5625760000 36.5405940764
40
23
-98.6620030000 36.6822543343
-98.6093750000 36.6824712899
-98.6093830000 36.6999916887
-98.5063400000 36.6997371158
-98.5048370000 36.7173671961
-98.5047380000 36.7347820636
-98.3241880000 36.7343285261
-98.2958220000 36.7344679826
-98.2958150000 36.7520204201
-98.2488780000 36.7522557184
-98.2440410000 36.8003626578
-98.1421430000 36.8047882280
-98.1417390000 36.9997201278
-98.1415790000 37.0162291419
-98.0890730000 37.0162388704
-98.0926440000 37.2278261686
-98.6198200000 37.2278688203
-98.7976230000 37.2284817872
-98.8262940000 37.2284269490
-98.8262020000 36.9106385619
-98.8258290000 36.8050430652
-98.6616670000 36.8026767445
-98.6620030000 36.6822543343
40
15
-95.9837110000 37.5899706563
-95.9813770000 37.7593107454
-96.4413910000 37.7595533215
-96.4414060000 37.5493139648
-96.4852520000 37.5463664529
-96.4907840000 37.2956822823
-96.4267880000 37.2866636843
-96.4067080000 37.3213219268
-96.4064870000 37.1214618913
-96.0921170000 37.1214618913
-96.0871120000 37.4661728207
-96.0289230000 37.5523825996
-96.0090100000 37.5502467709
-96.0118030000 37.5825715142
-95.9837110000 37.5899706563
40
17
-96.9251250000 38.9383476652
-97.1394580000 38.9381405929
-97.1408160000 38.8349235725
-97.3540120000 38.8300484299
-97.3538670000 38.6150249679
-97.3100360000 38.6468431101
-97.2811970000 38.6045172006
-97.2220230000 38.5897219888
-97.1967700000 38.5624925055
-97.1407780000 38.5820299583
-97.1405180000 38.5612486942
-96.6210940000 38.5608818531
-96.6214450000 38.8310207140
-96.8080140000 38.8299679228
-96.8190770000 38.8297685130
-96.8189700000 38.9370469604
-96.9251250000 38.9383476652
40
29
-95.0499340000 37.9665684144
-95.0840380000 37.9684136632
-95.1305390000 38.0472661223
-95.1274640000 38.1878021843
-95.1275250000 38.3948356808
-95.2656780000 38.4025968481
-95.3597790000 38.4110171896
-95.4251480000 38.3845106071
-95.4754490000 38.3916606109
-95.5478820000 38.3726924832
-95.5856550000 38.3427085101
-95.6351390000 38.3680844669
-95.6504440000 38.4552926265
-95.7661670000 38.4558046626
-95.7656630000 38.2946923674
-95.7130810000 38.2932400885
-95.7129590000 38.0807011213
-95.3450320000 38.0806396654
-95.3446500000 37.7632312410
-95.3001480000 37.7730331583
-95.2557220000 37.7291893558
-95.2269970000 37.7331515295
-95.1962510000 37.7773524356
-95.1707840000 37.7818716427
-95.1795200000 37.8276978455
-95.1414790000 37.8407050826
-95.1613920000 37.8555191564
-95.1203770000 37.8608525695
-95.0499340000 37.9665684144
40
18
-96.1925660000 38.1880421239
-96.1911850000 38.0808314082
-96.0878370000 38.0800115874
-96.0799640000 37.8660170197
-95.9813080000 37.8658673928
-95.8756330000 37.8680296462
-95.8752750000 37.9723191237
-95.8233410000 37.9747218997
-95.8198550000 38.0806912884
-95.7129590000 38.0807011213
-95.7130810000 38.2932400885
-95.7656630000 38.2946923674
-95.7661670000 38.4558046626
-95.8199620000 38.4551840505
-96.0331190000 38.4563228705
-96.1924820000 38.4565671695
-96.1924900000 38.4445997039
-96.1925660000 38.1880421239
40
11
-95.4401170000 38.7261679511
-95.2079470000 38.7255258209
-95.1252370000 38.7252808474
-95.1182330000 38.8179582407
-95.1184540000 38.8331374781
-95.0113070000 38.8333368948
-95.0057140000 39.2653169260
-95.3280260000 39.2659153687
-95.4355090000 39.2657822429
-95.4355700000 39.2532630166
-95.4401170000 38.7261679511
40
10
-99.3643190000 37.9745352742
-98.6232300000 37.9733541396
-98.6231460000 38.0804479229
-98.6316990000 38.0804712762
-98.6321030000 38.4014857822
-99.3760300000 38.4012564183
-99.3753740000 38.0806777681
-99.3639830000 38.0799685685
-99.3640980000 38.0278864612
-99.3643190000 37.9745352742
40
8
-102.0323410000 39.2538651164
-102.0282060000 39.8685679568
-102.8290790000 39.8774189150
-102.8293000000 39.8771985388
-102.8195340000 39.8771985388
-103.0004880000 39.8771985388
-103.0024570000 39.2537842557
-102.0323410000 39.2538651164
40
11
-95.7867580000 39.8763107786
-95.7867280000 39.8226848742
-95.7868190000 39.8044747049
-95.8076020000 39.8044609419
-95.8096160000 39.3744866570
-95.4315110000 39.3745813206
-95.4318850000 39.7548645410
-95.4317320000 39.8055544798
-95.4078980000 39.8053918246
-95.4076840000 39.8762243820
-95.7867580000 39.8763107786
40
16
-99.2951890000 39.6515129291
-99.2999340000 39.3715122762
-99.6055680000 39.3686039986
-99.6047900000 38.9384667011
-99.5958250000 38.9385559780
-99.5959550000 38.8361386804
-99.5784990000 38.8362513976
-99.3821640000 38.8364359569
-98.9558640000 38.8330532526
-98.9603350000 39.2617474978
-98.9604640000 39.3764011209
-99.0228120000 39.4312030974
-99.0607150000 39.5207584667
-99.1474460000 39.6094448899
-99.2702180000 39.6142459856
-99.2951890000 39.6515129291
40
11
-96.0331190000 38.4563228705
-96.0297620000 38.7263758092
-96.2977910000 38.7271825008
-96.2978900000 38.8339314314
-96.6214450000 38.8310207140
-96.6210940000 38.5608818531
-96.6206510000 38.1879387652
-96.1925660000 38.1880421239
-96.1924900000 38.4445997039
-96.1924820000 38.4565671695
-96.0331190000 38.4563228705
40
34
-96.2682880000 38.8335635615
-96.2439650000 38.8769050141
-96.2524640000 38.9081086222
-96.3386080000 38.9173302145
-96.4249570000 38.9779748346
-96.4610750000 39.0464614582
-96.4834210000 39.0433742915
-96.5152280000 39.0025986774
-96.5668110000 39.0150531742
-96.5723420000 39.0439142593
-96.5206830000 39.0882888123
-96.5237500000 39.1157841909
-96.5397870000 39.1295180435
-96.5870360000 39.0964892846
-96.6334530000 39.1593752592
-96.6969600000 39.1639749464
-96.7171250000 39.1851790959
-96.7059860000 39.2339070142
-96.7517010000 39.3292294738
-96.7952270000 39.3207477566
-96.8721080000 39.2196795172
-96.9338230000 39.1987761194
-96.9810260000 39.2104862386
-97.0097890000 39.2617761124
-97.0321500000 39.2532008164
-97.0271530000 39.0460828498
-96.9250340000 39.0392743589
-96.9251250000 38.9383476652
-96.8189700000 38.9370469604
-96.8190770000 38.8297685130
-96.8080140000 38.8299679228
-96.6214450000 38.8310207140
-96.2978900000 38.8339314314
-96.2682880000 38.8335635615
40
30
-95.8199620000 38.4551840505
-95.7661670000 38.4558046626
-95.6504440000 38.4552926265
-95.6351390000 38.3680844669
-95.5856550000 38.3427085101
-95.5478820000 38.3726924832
-95.4754490000 38.3916606109
-95.4251480000 38.3845106071
-95.3597790000 38.4110171896
-95.2656780000 38.4025968481
-95.2295000000 38.4539934240
-95.2298200000 38.4721147239
-95.2818680000 38.5155276997
-95.2687300000 38.5478493918
-95.2788240000 38.5877612418
-95.2387390000 38.6226343215
-95.2253720000 38.6718826959
-95.2144240000 38.6824261733
-95.2079470000 38.7255258209
-95.4401170000 38.7261679511
-95.5793760000 38.7324645164
-95.5529630000 38.7468940839
-95.5680540000 38.7940993324
-95.6064150000 38.8001402780
-95.6187820000 38.8344516539
-95.7615590000 38.8342051672
-95.7623520000 38.5106154325
-95.8194580000 38.5110154169
-95.8192670000 38.4926980590
-95.8199620000 38.4551840505
40
20
-95.8096160000 39.3744866570
-95.8122250000 39.1579348727
-95.7943340000 39.1503405758
-95.7943120000 39.1219396472
-95.8109050000 39.1218067200
-95.8121410000 39.1153431995
-95.8151630000 38.8343290298
-95.7615590000 38.8342051672
-95.6187820000 38.8344516539
-95.6064150000 38.8001402780
-95.5680540000 38.7940993324
-95.5529630000 38.7468940839
-95.5793760000 38.7324645164
-95.4401170000 38.7261679511
-95.4355700000 39.2532630166
-95.4355090000 39.2657822429
-95.3280260000 39.2659153687
-95.3283000000 39.3672887636
-95.4315110000 39.3745813206
-95.8096160000 39.3744866570
40
5
-97.4622800000 39.8755269520
-98.1119840000 39.8748395439
-98.1040730000 39.3697585805
-97.4624560000 39.3694733588
-97.4622800000 39.8755269520
40
15
-97.0574110000 39.3697162331
-97.0438230000 39.3784638521
-97.0584180000 39.4876712334
-97.0314640000 39.5045464408
-96.9311600000 39.4853604928
-96.8876110000 39.5672817636
-96.8246690000 39.5605211625
-96.8157960000 39.5865702595
-96.7524640000 39.6046627637
-96.7525100000 39.6221492760
-96.7498400000 39.8759088475
-97.4622800000 39.8755269520
-97.4624560000 39.3694733588
-97.4616390000 39.3694733588
-97.0574110000 39.3697162331
40
8
-97.6757130000 38.8368843505
-97.4607390000 38.8366390963
-97.4616390000 39.3694733588
-97.4624560000 39.3694733588
-98.1040730000 39.3697585805
-98.1046220000 39.2073366263
-98.1038440000 38.8371494240
-97.6757130000 38.8368843505
40
33
-95.4512480000 37.7668125042
-95.5045550000 37.7709489445
-95.5159610000 37.7259891128
-95.6194610000 37.6764040421
-95.6033630000 37.6986853031
-95.6108630000 37.7101951652
-95.6809690000 37.6749338995
-95.6798250000 37.6535256532
-95.7585680000 37.6207215151
-95.7932740000 37.6459259843
-95.8698730000 37.6328329095
-95.9087750000 37.5799862247
-95.9837110000 37.5899706563
-96.0118030000 37.5825715142
-96.0090100000 37.5502467709
-96.0289230000 37.5523825996
-96.0871120000 37.4661728207
-96.0921170000 37.1214618913
-96.0921710000 37.0156077402
-95.8821560000 37.0096468559
-95.8812560000 36.9099801528
-95.6719740000 36.9101890940
-95.5297620000 36.9105413795
-95.5143130000 36.9105547421
-95.5145110000 37.0162802162
-95.5076520000 37.4397229690
-95.3610530000 37.4406730686
-95.3494340000 37.4405570534
-95.3494110000 37.4759540553
-95.3493500000 37.6006594133
-95.3658520000 37.6005383190
-95.4549560000 37.6009028256
-95.4512480000 37.7668125042
40
17
-97.4607390000 38.8366390963
-97.3540120000 38.8300484299
-97.1408160000 38.8349235725
-97.1394580000 38.9381405929
-96.9251250000 38.9383476652
-96.9250340000 39.0392743589
-97.0271530000 39.0460828498
-97.0321500000 39.2532008164
-97.0097890000 39.2617761124
-97.0003130000 39.2860779694
-96.9026410000 39.3170966032
-96.8882140000 39.3445091586
-96.9153210000 39.3775894280
-97.0016780000 39.3560950490
-97.0574110000 39.3697162331
-97.4616390000 39.3694733588
-97.4607390000 38.8366390963
40
12
-97.5623630000 36.8046450340
-97.5625760000 36.5405940764
-97.5607600000 36.2771315330
-96.9700090000 36.2768176539
-96.9684140000 36.3973335823
-96.9336700000 36.3996941045
-96.9334560000 36.5933960734
-97.0385130000 36.5988141459
-97.0364150000 36.6447922033
-97.3460460000 36.6461649485
-97.3521120000 36.8044775702
-97.5623630000 36.8046450340
40
19
-95.1274640000 38.1878021843
-94.8072970000 38.1874453520
-94.7972790000 38.8328303029
-95.0113070000 38.8333368948
-95.1184540000 38.8331374781
-95.1182330000 38.8179582407
-95.1252370000 38.7252808474
-95.2079470000 38.7255258209
-95.2144240000 38.6824261733
-95.2253720000 38.6718826959
-95.2387390000 38.6226343215
-95.2788240000 38.5877612418
-95.2687300000 38.5478493918
-95.2818680000 38.5155276997
-95.2298200000 38.4721147239
-95.2295000000 38.4539934240
-95.2656780000 38.4025968481
-95.1275250000 38.3948356808
-95.1274640000 38.1878021843
40
28
-95.1558840000 36.1151782934
-95.1564410000 36.3809298847
-95.7793730000 36.3805335117
-95.9915770000 36.3806724838
-95.9543300000 36.3710053146
-95.9387210000 36.3428778513
-95.9355010000 36.1212532979
-95.8797680000 36.0900949841
-95.8408200000 36.0399973230
-95.7620470000 36.0381870650
-95.7524110000 36.0635058709
-95.6980060000 36.0528723932
-95.6662140000 36.0801214527
-95.6379930000 36.0783743468
-95.5967180000 36.1208663672
-95.5601810000 36.1080430331
-95.5462420000 36.0476891674
-95.5117260000 36.0632071018
-95.5024030000 36.0404345358
-95.4626310000 36.0574451236
-95.4642110000 36.0387158064
-95.3414840000 36.0329780838
-95.3339840000 36.0538830503
-95.2887190000 36.0388494977
-95.2745900000 36.0853834332
-95.2636410000 36.0544299415
-95.2311100000 36.1435422431
-95.1558840000 36.1151782934
40
12
-96.5138630000 36.8027835311
-96.5138320000 36.7048941607
-96.4073330000 36.6974484127
-96.1451030000 36.7005832702
-96.1449740000 36.8036354011
-96.0917970000 36.8086023585
-96.0921710000 37.0156077402
-96.0921170000 37.1214618913
-96.4064870000 37.1214618913
-96.4064330000 37.0211652268
-96.5057300000 37.0151067302
-96.5138630000 36.8027835311
40
19
-96.0011750000 39.1582753935
-96.0013580000 38.8320933342
-96.2682880000 38.8335635615
-96.2978900000 38.8339314314
-96.2977910000 38.7271825008
-96.0297620000 38.7263758092
-96.0331190000 38.4563228705
-95.8199620000 38.4551840505
-95.8192670000 38.4926980590
-95.8194580000 38.5110154169
-95.7623520000 38.5106154325
-95.7615590000 38.8342051672
-95.8151630000 38.8343290298
-95.8121410000 39.1153431995
-95.8109050000 39.1218067200
-95.7943120000 39.1219396472
-95.7943340000 39.1503405758
-95.8122250000 39.1579348727
-96.0011750000 39.1582753935
40
27
-99.4092940000 37.5446696254
-99.4430240000 37.5450987196
-99.7794950000 37.5474398213
-99.7828900000 37.4485697472
-99.8885730000 37.4417306450
-99.8884350000 37.3483224282
-99.8884280000 37.3363760674
-99.7370380000 37.3365846772
-99.7232440000 37.2303365528
-99.7201690000 37.1338611327
-99.6680070000 37.1045643776
-99.6669010000 37.0691912872
-99.4231340000 37.0697801689
-99.4420550000 37.0738184820
-99.4403760000 37.1147789879
-99.4056630000 37.1321420695
-99.3988570000 37.1767608039
-99.2464290000 37.1778521357
-99.2464600000 37.1878561577
-99.3160550000 37.2472650081
-99.2895200000 37.2856492038
-99.3477860000 37.3831192123
-99.3232960000 37.4501440283
-99.3699260000 37.4690800939
-99.3681410000 37.5106780389
-99.3976820000 37.5194761151
-99.4092940000 37.5446696254
40
17
-95.5145110000 37.0162802162
-95.5143130000 36.9105547421
-95.5297620000 36.9105413795
-95.6719740000 36.9101890940
-95.6717000000 36.8044921323
-95.6795730000 36.8045333914
-95.7793880000 36.8038392685
-95.7793730000 36.3805335117
-95.1564410000 36.3809298847
-95.1512760000 36.4855633683
-95.0601880000 36.4856794993
-95.0465850000 36.4856879672
-95.0467610000 36.7963631864
-94.9376070000 36.8045989208
-94.9377590000 37.0148002884
-95.0596160000 37.0157889313
-95.5145110000 37.0162802162
