0
68
37
27
-78.5410840000 36.0119099954
-77.9519200000 35.9899156381
-77.4942550000 36.7411803119
-76.9106750000 37.0084819589
-76.5344010000 36.8952691078
-76.0639340000 37.4580048136
-75.5325090000 37.6743965256
-75.4784240000 38.2361698560
-75.8670430000 39.3163086295
-81.6775360000 39.3628275609
-81.7074510000 39.0486971398
-82.0327380000 38.7825991726
-82.5578770000 38.5761717707
-82.6363750000 38.7146337598
-82.9623110000 38.3745922127
-83.8800740000 38.0400760129
-84.0463100000 37.7404271537
-84.2901230000 37.6805416126
-84.3218690000 37.3906292922
-83.1085360000 37.4057219513
-82.2819600000 37.6489976001
-81.0331950000 37.5864569125
-81.0353850000 37.4634793932
-80.9339830000 37.5347178493
-80.7964170000 37.1850118591
-79.6692890000 37.1606528598
-78.5410840000 36.0119099954
19
25
-96.4530490000 48.4052979045
-96.5957570000 48.4053654564
-96.4365920000 47.8836483948
-96.6392970000 47.3600104062
-96.4434050000 47.0231008750
-96.0652620000 46.0893284079
-96.0923160000 45.7396239444
-95.9225310000 45.6326298185
-95.7656480000 44.4787451845
-91.7304230000 44.5161148889
-91.4194180000 44.2066695124
-91.4014820000 44.4448464301
-91.1224210000 44.5913528464
-90.9519650000 44.9713122600
-91.1139300000 45.3493370422
-91.0450590000 45.5780829023
-90.3415300000 45.8127692014
-90.1534810000 46.2401537038
-90.1654430000 46.5233500464
-90.6409300000 47.0486091440
-91.0646820000 47.3783630154
-91.1780780000 47.8880339596
-91.0579070000 48.0662318486
-91.2177050000 48.4054812596
-96.4530490000 48.4052979045
55
38
-90.4181370000 52.7448943194
-90.7501830000 52.9654617470
-90.3751750000 53.3784642783
-90.3751680000 53.5619535472
-90.7501830000 53.5619476683
-91.2018130000 53.1895291446
-92.0017400000 52.9588808842
-92.2907490000 52.8933021362
-92.2940370000 52.0334271827
-92.8683780000 51.5215926389
-92.8849560000 51.3217372891
-92.6466520000 51.1261796357
-92.8080060000 50.1501172748
-91.4353410000 49.0950202175
-91.2177050000 48.4054812596
-91.0579070000 48.0662318486
-91.1780780000 47.8880339596
-91.0646820000 47.3783630154
-90.6409300000 47.0486091440
-87.7933730000 47.0261169259
-87.9041900000 48.0610680941
-87.6929630000 49.0379958679
-87.4273830000 49.9431892638
-86.7541430000 51.1287408419
-86.8613510000 51.1291698555
-86.7496410000 51.5666421693
-86.7029420000 51.6733986796
-86.9543000000 51.4389035608
-87.0058140000 51.6563152837
-87.6571350000 50.6512524868
-87.6567690000 51.0207634953
-87.8876110000 51.0009197666
-87.7807390000 51.4650673186
-88.1304320000 51.6527415193
-88.1021190000 51.8124645066
-88.7959980000 51.9603260154
-90.1204910000 52.4121644072
-90.4181370000 52.7448943194
38
9
-96.5632780000 51.8325864587
-96.7019960000 52.5266460790
-96.8519130000 54.2163721123
-97.1466670000 55.0731231912
-97.0904770000 55.8859962487
-97.2290420000 56.3690861288
