20
Southeast Fairbanks Census Area
-143.9100840000 83.1007373804
Aleutians West Census Area
-172.4541230000 61.6071548421
Nome Census Area
-164.3467720000 85.8635199431
Yukon-Koyukuk Census Area
-151.8547040000 86.6207951543
Bethel Census Area
-161.1914110000 77.2576187358
Fairbanks North Star Borough
-147.5683840000 85.8856672253
Kodiak Island Borough
-152.6823170000 70.9967816511
Wade Hampton Census Area
-163.7368180000 79.7641856392
Matanuska-Susitna Borough
-149.4810890000 79.0796176790
Valdez-Cordova Census Area
-145.3259250000 78.4400625802
Anchorage Municipality
-149.7620970000 77.8841150948
Juneau City and Borough
-134.5115790000 72.2380728798
Northwest Arctic Borough
-160.6464040000 90.7796085685
North Slope Borough
-153.9401110000 101.2105336820
Kenai Peninsula Borough
-150.9876630000 76.1582016151
Wrangell-Petersburg Census Area
-133.0735620000 69.1878388878
Ketchikan Gateway Borough
-131.6202950000 66.7543416390
Sitka City and Borough
-135.3317570000 69.8571391984
Prince of Wales-Outer Ketchikan Census Area
-132.5847300000 67.1022532266
Dillingham Census Area
-158.6140400000 73.8573715395
75
02
191
-146.9754940000 82.8144723057
-146.4895480000 82.8205216724
-146.4841770000 82.1331894276
-146.3419340000 82.1656073760
-146.1340030000 82.1609385017
-146.1114960000 82.1900546760
-146.1112370000 82.2381448992
-146.0155790000 82.2384068039
-145.1488800000 82.2402956567
-145.1484990000 82.1358197558
-145.1450040000 82.0438532980
-144.5754240000 82.0434151611
-144.5764470000 82.0091015068
-144.5155790000 82.0099706807
-143.1268620000 82.0047160073
-143.1342930000 81.9955722196
-143.1090700000 81.8324963956
-143.0707240000 81.8002967621
-143.0872960000 81.7626513847
-143.0776060000 81.7600781466
-143.0012050000 81.7295200061
-143.0019070000 81.6919578417
-143.0372920000 81.6692106316
-143.0279850000 81.6055884548
-143.0655210000 81.5602816740
-143.0671690000 81.5325820844
-143.1365050000 81.4344833408
-143.1604610000 81.4272086670
-143.1710050000 81.3814577780
-143.2084500000 81.3619946965
-143.0538640000 81.2478201610
-143.0122830000 81.2459624211
-143.0124820000 81.2309735131
-143.0961760000 81.0941214904
-143.1393430000 81.0650480204
-143.1223300000 81.0498941185
-143.1158450000 81.0061216549
-143.1708830000 80.9828034283
-143.1524810000 80.9683739059
-143.1591950000 80.9541869343
-143.0957180000 80.8991940420
-143.0052800000 80.9039961959
-142.9456480000 80.8596252050
-142.9175110000 80.8945161443
-142.8302310000 80.8698454100
-142.8234100000 80.9274186113
-142.7903750000 80.9883824030
-142.7391820000 80.9957644568
-142.7502290000 81.0491293266
-142.7331850000 81.0642677930
-142.7306980000 81.1022963369
-142.7097780000 81.1148342782
-142.6287690000 81.0813041793
-142.6235050000 81.0506000883
-142.6000210000 81.0519052813
-142.5844270000 81.0749433437
-142.5121460000 81.0484909174
-142.3145290000 81.0565270535
-142.3176120000 80.9429092123
-142.3206020000 80.8709557381
-142.2610020000 80.8732112187
-142.1274870000 80.8633380983
-142.1303100000 80.7097410744
-142.1311340000 80.6826254315
-142.0770720000 80.6813450174
-141.9636990000 80.6799324749
-141.9678960000 80.4657937741
-141.9784240000 79.9354677905
-142.0141140000 79.9361766850
-142.0167240000 79.8553548707
-141.8302000000 79.8488996374
-141.8286440000 79.3725660369
-141.7732850000 79.3727783533
-141.0022740000 79.3744535538
-141.0024720000 88.3332477022
-141.1051330000 88.2877994990
-141.1343230000 88.2459194615
-141.1280520000 88.2375609533
-141.2279820000 88.1662246584
-141.2466580000 88.1410941225
-141.3349760000 88.0204322027
-141.3491360000 87.9266670438
-141.3950810000 87.8522224484
-141.4074550000 87.8410675981
-141.3830720000 87.7955498458
-141.4421390000 87.7467196584
-141.4931030000 87.7366556409
-141.5073090000 87.6957698822
-141.6189120000 87.6105200462
-141.6347050000 87.6076096060
-141.6268310000 87.5731969099
-141.7624210000 87.5172355742
-141.7908020000 87.4741734546
-141.8482670000 87.4004833626
-141.8856350000 87.3711041162
-141.8875430000 87.4129906077
-141.9241490000 87.3815117600
-141.9782260000 87.3738207665
-142.0564580000 87.4234268491
-142.1608280000 87.4270633247
-142.4226840000 87.2835050343
-142.4629520000 87.2153466327
-142.5043950000 87.2034065091
-142.6025540000 87.2462286417
-142.6677700000 87.1999292984
-142.6770480000 87.1339083028
-142.7736820000 87.0696182811
-142.7804720000 87.0680856853
-142.7260130000 87.0470042994
-142.7400210000 87.0090109599
-142.7229310000 86.9807796665
-142.7423400000 86.9413277361
-142.7306370000 86.8849955914
-142.7536320000 86.8795661699
-142.7451930000 86.8688949220
-142.7659610000 86.8567290363
-142.7525790000 86.8393781498
-142.7753450000 86.8012544594
-142.7662050000 86.7899217360
-142.8386690000 86.7081756515
-142.8468170000 86.6596569782
-142.9242250000 86.6634495404
-142.9922180000 86.6015051307
-142.9889980000 86.6301474921
-143.0384670000 86.6292580925
-143.0420070000 86.5904078352
-143.0929870000 86.5962117461
-143.1079100000 86.5332457105
-143.1241460000 86.5537381193
-143.1555940000 86.5010991575
-143.1739200000 86.5235183585
-143.2174220000 86.4894405199
-143.2373960000 86.4405987230
-143.2949520000 86.4053333374
-143.3647000000 86.4095277446
-143.3472440000 86.3749689189
-143.3676300000 86.3599899012
-143.3588710000 86.3131078009
-143.3947450000 86.3066649992
-143.4049990000 86.3064118434
-143.3916470000 86.2932538688
-143.5208130000 86.2191240798
-143.5039830000 86.2100756874
-143.4810940000 86.1270091216
-143.5058590000 85.9752565124
-143.4386900000 85.8981624154
-143.4365840000 85.8819868325
-143.5186310000 85.8492205572
-143.5287320000 85.8499017427
-143.5158230000 85.8158960475
-143.5355680000 85.7969672897
-143.4933010000 85.7627038231
-143.4994810000 85.7282642938
-143.5745850000 85.6755016298
